X,Y,phi
14.32728292,1.60911824,3.96E-04
14.30940638,1.775859614,4.07E-04
13.05598373,0.451790646,3.52E-04
12.96324841,0.301193764,2.55E-04
12.87051309,0.150596882,1.38E-04
12.77777778,0,0
13.1484336,0.301193764,2.49E-04
13.05569828,0.150596882,1.35E-04
12.96296296,0,4.60E-21
13.24088347,0.150596882,1.32E-04
13.14814815,0,4.73E-20
13.33077501,0.292128872,2.36E-04
13.42066656,0.433660863,3.21E-04
13.23832514,0.442725754,3.37E-04
13.91190595,1.508414781,5.58E-04
13.76822433,1.426257894,5.91E-04
13.62454271,1.344101007,6.12E-04
13.92812863,1.374734806,5.37E-04
13.78444701,1.292577919,5.66E-04
13.9443513,1.241054832,5.13E-04
13.86882863,1.117588736,5.12E-04
13.70892434,1.169111824,5.59E-04
13.79330596,0.994122641,5.00E-04
13.71256411,1.777055904,6.45E-04
13.68322365,1.632737605,6.40E-04
13.65388318,1.488419306,6.29E-04
13.82690527,1.714894492,6.04E-04
13.7975648,1.570576193,6.00E-04
13.94124642,1.65273308,5.61E-04
13.3280108,0.894028206,5.43E-04
13.23733511,0.746615686,4.94E-04
13.14665942,0.599203166,4.30E-04
13.41967652,0.737550795,4.72E-04
13.32900083,0.590138275,4.12E-04
13.51134225,0.581073383,3.92E-04
13.60290212,0.712585879,4.40E-04
13.69446199,0.844098374,4.74E-04
13.51123639,0.86906329,5.11E-04
13.42685477,1.044052473,5.78E-04
13.61008037,1.019087557,5.41E-04
13.52569874,1.19407674,6.02E-04
13.60323781,1.761298221,6.74E-04
13.49391151,1.745540539,7.00E-04
13.38458521,1.729782857,7.23E-04
13.57389734,1.616979923,6.66E-04
13.46457104,1.601222241,6.88E-04
13.54455688,1.472661624,6.52E-04
14.03217967,1.745082635,5.33E-04
14.15908908,1.837726608,4.82E-04
14.28599848,1.930370581,4.18E-04
14.00877177,1.899593602,5.48E-04
14.13568118,1.992237575,4.93E-04
13.98536387,2.054104569,5.60E-04
13.80349737,1.869405459,6.22E-04
13.91783852,1.807244047,5.79E-04
13.89443062,1.961755014,5.94E-04
14.41001557,2.03789988,3.44E-04
14.54462721,2.143070791,2.48E-04
14.38371536,2.207296173,3.51E-04
14.10938097,2.161633868,5.04E-04
14.25969827,2.099766874,4.28E-04
14.23339806,2.269163167,4.35E-04
13.64237034,1.904061877,6.75E-04
13.73330359,1.996411433,6.52E-04
